customer_id,customer_name,customer_group,territory,address,email,phone,contact_person,credit_limit,payment_terms,tax_id,is_active,created_date
CUST00045,Thomas Inc,Wholesale,Ajman,"Studio 36f, Olivia plains, West Garethside, SO05 3GA",phillipsrobert@example.com,+44(0)1134960033,Edward Bennett,346553,Net 30,TRN3074957299,1,2025-07-09
CUST00046,"Bonilla, Jackson and Johnson",Retail,Abu Dhabi,"Studio 9, Begum locks, Port Harry, BT88 1JB",younglucy@example.com,+44(0)121 4960358,Adrian Bryant,268923,Net 90,TRN9354378185,1,2025-06-18
CUST00047,Cox Ltd,Government,Dubai,"Flat 1, Reynolds views, Port Alexandraton, S2 9XS",sroberts@example.com,(0117)4960275,William Nielsen,161420,Net 60,TRN4149806004,1,2024-12-15
CUST00048,Mcdowell LLC,Retail,Abu Dhabi,"7 Stewart key, South Clairemouth, B0T 9QD",kingelaine@example.org,+441632 960 634,Ryan Sullivan,192216,Net 60,TRN6159627963,1,2025-01-09
CUST00049,"Alexander, Gardner and Oliver",Government,Dubai,"Studio 8, Mary dam, Port Marian, TD5N 9GG",obryan@example.com,0116 496 0580,Rachael Hunter,89264,Net 90,TRN2969360253,1,2025-04-21
CUST00050,Medina PLC,Wholesale,Abu Dhabi,"Studio 77, Andrews canyon, South Barry, HS23 5BD",randypittman@example.net,0505445951,Dr Derek Cooper,72328,Net 30,TRN9204726535,1,2025-08-28
CUST00051,Powell-Scott,Fleet,Dubai,"3394 Sue Gateway Suite 516, West Bridget, CT 63723",walkerfrancesca@example.com,01174960415,Ms Mandy Thomas,293758,Net 30,TRN3261854977,1,2025-07-23
CUST00052,Washington LLC,Government,Abu Dhabi,"016 Martinez Via, Monicachester, DC 18382",juan65@example.com,0566469931,Jane Ford,150093,Net 60,TRN3876923138,1,2025-04-10
CUST00053,Whitehead-Robertson,Government,Dubai,"884 Megan Flat, Sullivanview, NY 05954",yburke@example.org,+44131 4960630,Jake Tran PhD,283755,Net 90,TRN3005842353,1,2025-04-24
CUST00054,Johnson-Parker,Retail,Dubai,"0283 Lauren Parks Suite 129, Adamtown, PA 47588",parkmarcia@example.org,80038514,Gary Perry,197179,Net 30,TRN7458907230,1,2025-08-01
CUST00055,"French, Phillips and Jones",Fleet,Sharjah,"1402 Pham Inlet Suite 411, Alecstad, UT 99767",joneslinda@example.net,02074960309,Tina Taylor DDS,332305,Net 90,TRN8505139813,1,2025-01-29
CUST00056,Robinson-Adams,Fleet,Sharjah,"9 Joe creek, Humphriesburgh, KY2B 7GW",andrewyoung@example.net,0116 4960603,Nancy West,165039,Net 90,TRN2918422503,1,2025-11-09
CUST00057,Cook-Kim,Retail,Dubai,"818 Hamilton crossroad, North Reece, G4 8YA",kimberly31@example.com,01414960170,Aaron Williams,215117,Net 90,TRN7572634156,1,2025-07-29
CUST00058,"Martinez, Nelson and Terry",Fleet,Dubai,"692 Robert Forest Apt. 770, Shannonland, NJ 99440",michellemartin@example.com,80061393,Joe Dyer,367788,Net 60,TRN8209179704,1,2025-02-13
CUST00059,Hoffman-Mcclure,Government,Dubai,"Flat 5, Rebecca point, Frankborough, G6 0PP",allenlisa@example.com,+448081570747,Adrian Griffin,165787,Net 90,TRN7011246613,1,2025-05-15
CUST00060,Williams-Yates,Fleet,Abu Dhabi,"4663 Norris Track Apt. 030, South Jody, MP 64506",dwilkins@example.com,(0306) 999 0403,Marcus Jennings,89017,Net 60,TRN4452035696,1,2025-11-04
CUST00061,Jones-Coles,Retail,Dubai,"973 Taylor Lights, South Rebecca, DE 11304",trevor93@example.com,(028) 9018868,Cheryl Wright,427107,Net 30,TRN7700075791,1,2025-08-26
CUST00062,"Young, Brown and Gregory",Retail,Dubai,"3 Smith knoll, Knightberg, N56 1UZ",ediaz@example.com,0567358778,Nancy Black,270563,Net 60,TRN2916597847,1,2024-11-25
CUST00063,Luna-Mitchell,Wholesale,Dubai,"819 Moore Mount Apt. 933, North Rachel, MT 35393",mikehernandez@example.net,999,Jacob Wade,459951,Net 60,TRN8172895128,1,2025-10-17
CUST00064,Vargas Inc,Government,Ajman,"Studio 5, Stephanie view, Grayhaven, KY09 5RG",kcline@example.net,(01632)960049,Jade Pearson,452654,Net 60,TRN9549843697,1,2025-10-04
CUST00065,"Byrd, Mcclain and Carpenter",Fleet,Dubai,"3563 Morris Rapids Suite 593, Elizabethside, MH 04062",ypritchard@example.com,8009625,Jordan Mcgee,278296,Net 60,TRN9314287776,1,2025-10-22
CUST00066,"Taylor, Bryan and Murphy",Government,Abu Dhabi,"Flat 15, Maureen roads, West David, PO6N 8XA",kfreeman@example.org,(0306)9990465,Kayla Thomas PhD,160736,Net 30,TRN6706396988,1,2025-09-23
CUST00067,Mcpherson Group,Government,Dubai,"1498 Peter Summit Suite 363, East Jeremy, AS 68921",sarastokes@example.net,01514960145,Georgia Williams,242234,Net 90,TRN2320831441,1,2025-10-01
CUST00068,Farrell Inc,Wholesale,Dubai,"7 Graeme flat, Port Marc, E74 4AG",carolynmarsden@example.net,996,Jennifer Duke,364318,Net 30,TRN2444508428,1,2025-03-06
CUST00069,Roberts LLC,Wholesale,Abu Dhabi,"368 Melissa Hill Suite 718, North Davidside, NV 27074",rjones@example.net,+44(0)121 496 0779,Irene Potter-Harvey,425196,Net 30,TRN9081964568,1,2025-07-07
CUST00070,Crawford-Horton,Retail,Dubai,"8211 Gray Spurs Apt. 191, West Jamesmouth, SD 46728",john20@example.com,901,Malcolm Webb,126263,Net 90,TRN1329750498,1,2025-01-06
CUST00071,"Wheeler, Wong and Matthews",Fleet,Dubai,"54493 Anthony Stravenue Apt. 052, Garychester, SD 68665",george11@example.org,991,Jeffrey Lloyd,248032,Net 30,TRN4084849943,1,2025-03-27
CUST00072,"Smith, Ball and Lucero",Retail,Abu Dhabi,"32283 Kevin Groves Suite 686, Coopermouth, NV 39472",danielle37@example.net,800729130,Dr Hollie Young,137603,Net 90,TRN9119662851,1,2025-04-07
CUST00073,Morgan-Smith,Wholesale,Abu Dhabi,"92 Lesley orchard, Smithburgh, RG6 5DL",garrycox@example.com,(0151) 4960560,Tracy Clarke,417071,Net 90,TRN8079860438,1,2025-09-27
CUST00074,Thorpe-Rahman,Government,Dubai,"31 Howard place, Baileystad, W5F 4ED",erik79@example.net,8009125614,Craig Shah,166285,Net 30,TRN8421922520,1,2025-10-16
CUST00075,West Group,Fleet,Dubai,"07 Gibson overpass, West Rosemaryborough, SY8W 4NT",ybarber@example.com,8005668169,Kenneth Lee,50936,Net 90,TRN3999553375,1,2025-06-07
CUST00076,Green PLC,Retail,Dubai,"Studio 82, Thomas trail, West Bryan, WA58 4EG",muellerdonna@example.org,922,Dr. Michelle Arnold,432932,Net 90,TRN5336089947,1,2025-06-19
CUST00077,Burgess-White,Government,Dubai,"71 Price lakes, Elizabethberg, WD1V 8UT",barbara86@example.net,+44114 496 0889,Grace Patel-Webb,435913,Net 30,TRN8891751157,1,2025-03-18
CUST00078,"Jones, Davies and Collins",Fleet,Sharjah,"8 Emma wall, Robinsonberg, S5 8AJ",tina82@example.com,0808 1570331,Katherine Fields,337867,Net 30,TRN2940300238,1,2025-07-03
CUST00079,"Burnett, Morales and Perkins",Fleet,Dubai,"4 Watson turnpike, Allenfort, TW69 2YL",penaashley@example.net,996,Alexander Gregory,150332,Net 90,TRN3649859651,1,2025-06-15
CUST00080,Ramirez-Nguyen,Retail,Dubai,"Flat 3, Carol canyon, East Louiseport, OX2 0HW",geraldine11@example.com,(0117) 4960491,Philip Serrano,479062,Net 30,TRN1500182007,1,2025-04-03
CUST00081,"Lord, Scott and Leach",Wholesale,Dubai,"Flat 88E, Danny crossing, Mitchellport, N3S 8HS",connor15@example.net,800513,Dr Marion Smith,172386,Net 90,TRN2131071642,1,2025-02-10
CUST00082,"Robinson, Fletcher and Williams",Retail,Dubai,"271 Dickinson manors, Nataliefurt, E4K 7WW",judith25@example.org,(0116)4960513,Dr. Ryan Brown,237922,Net 60,TRN5176454843,1,2025-01-13
CUST00083,"Humphries, Farrell and Robinson",Fleet,Dubai,"505 Norman mountain, East Louis, S29 4UH",katy01@example.com,034751021,Dr Jennifer Thomas,245180,Net 90,TRN2186819690,1,2025-02-19
CUST00084,O'Connor-Ward,Fleet,Dubai,"5 Thomas inlet, Jenniferhaven, EN6X 2TD",lsaunders@example.com,(0114)4960647,Teresa Lucas,361637,Net 30,TRN8581001226,1,2025-04-03
CUST00085,"Middleton, Nunez and Williams",Retail,Dubai,"Flat 91y, Hope forge, East Alexander, CF93 9QL",brianperez@example.net,(01632)960368,James Mcclure,395997,Net 90,TRN5627603882,1,2025-05-23
CUST00086,Cooper Ltd,Fleet,Dubai,"Studio 46, Reece rest, Kayleighshire, MK4P 0TL",kyle32@example.com,80024145,Robert Goodwin,116024,Net 30,TRN8911036024,1,2025-05-29
CUST00087,"Baxter, Evans and Rose",Fleet,Dubai,"2 Harriet street, Harrismouth, SL0 8SU",matthewfoster@example.com,+44(0)1632 960 495,Gregory Stephenson,435102,Net 30,TRN7546894333,1,2025-01-21
CUST00088,"Henry, Willis and Bibi",Wholesale,Dubai,"540 Brown forges, Howardhaven, L4K 9FZ",thomasdavies@example.net,050 522 2011,Robert White,250797,Net 30,TRN4353006173,1,2025-10-27
CUST00089,"Page, Conway and Hewitt",Government,Dubai,"Studio 0, Morris row, Cameronview, G43 7EF",mark07@example.net,+44117 496 0028,Richard Crane,256462,Net 90,TRN5593230420,1,2025-05-21
CUST00090,Watson-Mills,Government,Dubai,"Studio 8, Chamberlain rest, Murphytown, DH9 8LG",theresamiller@example.net,0117 496 0021,James Faulkner,416216,Net 90,TRN4794836740,1,2024-12-10
CUST00091,Ward Group,Fleet,Dubai,"Flat 5, Geraldine avenue, Atkinsonberg, SS8V 2EA",mwong@example.org,+4420 74960635,Lori Gomez,262947,Net 90,TRN1573820508,1,2025-01-01
CUST00092,"Sutton, Tate and Lee",Retail,Sharjah,"Studio 7, Dylan center, South Andreahaven, EH8X 2BD",jasonbrennan@example.com,991,Katie Coleman,313016,Net 90,TRN5003472438,1,2025-02-16
CUST00093,"Romero, Collins and Pacheco",Government,Dubai,"02779 Sara Turnpike Suite 736, West John, MH 36286",powellbernard@example.com,+44(0)117 4960681,Mr Jack Grant,293573,Net 30,TRN9214179928,1,2025-06-13
CUST00094,"Wright, Mason and Duncan",Government,Abu Dhabi,"2470 Brian Fields Apt. 260, Elizabethchester, MO 68612",donna57@example.org,028 9018760,Andrew Griffin,429266,Net 90,TRN3814234400,1,2024-11-12
CUST00095,"Smith, White and Smith",Wholesale,Dubai,"58007 Scott Squares Apt. 007, Andrewchester, OH 47421",robert02@example.org,8007907,Ronald Lee-Hughes,489491,Net 90,TRN6300300046,1,2025-09-04
CUST00096,Moss LLC,Retail,Sharjah,"2086 Rita Manors Suite 789, New Kathy, CA 40451",mwarren@example.org,0121 4960080,Stacy Chandler,341672,Net 90,TRN3134773235,1,2025-04-04
CUST00097,"Harris, Johnson and Barber",Retail,Sharjah,"Flat 3, Joel via, Shaunbury, M40 5SS",jaynewheeler@example.com,+44115 496 0558,Molly Green-Collins,460805,Net 30,TRN4949870787,1,2025-07-18
CUST00098,Barton Inc,Fleet,Dubai,"Studio 35, Skinner glens, Jackborough, S1J 9JR",atkinsjoseph@example.net,(0115)4960268,Henry Burton,482691,Net 90,TRN5478698851,1,2025-08-15
CUST00099,"Coffey, Adams and Lopez",Wholesale,Dubai,"Unit 6703 Box 9231, DPO AA 34549",hortonraymond@example.org,(020) 74960185,Jack Martin,449445,Net 60,TRN6249011473,1,2025-04-10
CUST00100,Gardner-Fritz,Wholesale,Sharjah,"164 Karen Shores Apt. 253, Edwardsland, MN 42595",olsonhunter@example.net,600062838,Marc Fuller,113353,Net 30,TRN2484698682,1,2025-04-04
CUST00101,Dickson-Davis,Wholesale,Abu Dhabi,"Flat 39, Maurice mountains, Leemouth, N50 7ES",michellejensen@example.org,+441914960992,Ronald Roberts,351539,Net 60,TRN7759090624,1,2025-11-01
CUST00102,"Rodgers, Dawson and Peterson",Wholesale,Dubai,"Studio 5, Alice land, Port Lindsey, TD51 7BN",qjackson@example.com,0141 496 0893,Josephine Davies,127803,Net 30,TRN2851359311,1,2025-10-04
CUST00103,"Cortez, Durham and Spears",Fleet,Dubai,"Flat 82, O'Neill green, Harpershire, CA3N 3EZ",franciscarter@example.net,991,Richard Ferguson MD,244576,Net 60,TRN3982361779,1,2025-05-14
CUST00104,Cox-Payne,Fleet,Sharjah,"290 Stewart extensions, West Tonytown, PR1B 6EP",robsonalan@example.org,600661104,Tara Simmons,152656,Net 30,TRN8619401272,1,2025-07-12
CUST00105,"Jones, Adams and Wright",Fleet,Abu Dhabi,"3166 Fletcher Forest Suite 068, Campbellmouth, SD 52010",johnsonfrank@example.com,998,Jason Holt,358014,Net 90,TRN9877404587,1,2025-04-12
CUST00106,Flores-Sawyer,Retail,Sharjah,"91023 Garcia Locks, Fernandezland, MT 92374",angela76@example.org,+44(0)20 7496 0085,Charles Garcia,68106,Net 60,TRN4732341881,1,2025-03-15
CUST00107,Kennedy and Sons,Wholesale,Dubai,"4809 Juan Islands Apt. 432, Navarrotown, ME 39897",kaylajohnson@example.com,(0306)9990840,Jeffrey Davies,375737,Net 60,TRN5258741728,1,2024-12-16
CUST00108,Read PLC,Fleet,Dubai,"4878 Cody Road, East Shawnborough, ME 25737",qjohnson@example.com,+44(0)1632 960018,Hilary Williams,184169,Net 60,TRN1926616988,1,2024-11-17
CUST00109,Wilson-Bird,Retail,Dubai,"29348 Michael Forks, Debraside, KY 94215",lucy72@example.com,028 9018 0944,Natalie Gibson,487912,Net 60,TRN8547164892,1,2025-10-19
CUST00110,"James, Cunningham and Parker",Government,Dubai,"Studio 2, Byrne lane, East Carlyborough, G7W 7FR",allan58@example.org,+44141 496 0649,Tracey Rogers-Dean,188474,Net 30,TRN2115562678,1,2025-10-03
CUST00111,Cooke-Deleon,Wholesale,Abu Dhabi,"6333 Crawford Oval, Daviston, MD 61252",nancy43@example.com,600886187,Neil Williams,160855,Net 60,TRN2621588967,1,2025-06-08
CUST00112,Bull-Patel,Government,Ajman,"929 Cervantes Wells, Josephland, WY 11296",wendy70@example.com,+44(0)116 4960979,Kimberly Stanley,217330,Net 30,TRN4213588856,1,2025-10-19
CUST00113,"Ryan, Hill and Owens",Government,Dubai,"3102 Castillo Circles, Karenport, OH 29744",andrewsfrank@example.net,8006711,Elizabeth Bradley,128745,Net 60,TRN1721986695,1,2024-11-12
CUST00114,Morrison-Harris,Government,Abu Dhabi,"PSC 5960, Box 5999, APO AE 84952",chad20@example.org,996,Billy Moran,231756,Net 30,TRN1306540735,1,2025-09-22
CUST00115,Cross LLC,Retail,Ajman,"05950 Martinez Causeway, North Stephanie, MN 79815",elliott82@example.org,600862296,Howard Stephens-Mistry,308558,Net 30,TRN3611406742,1,2025-02-16
CUST00116,Patel-Norman,Government,Abu Dhabi,"Studio 7, Chloe manor, Port Chloebury, M83 5SX",rhayes@example.net,0558357766,Brittany George,364183,Net 90,TRN3433109373,1,2025-08-14
CUST00117,"Bailey, Brown and O'Brien",Government,Abu Dhabi,"USNV Beck, FPO AA 06410",rperez@example.net,999,Douglas Ortiz,327951,Net 90,TRN9160045775,1,2025-10-15
CUST00118,Erickson PLC,Fleet,Dubai,"82 O'Donnell plains, Lake Tombury, S11 9GB",tami89@example.com,0113 4960764,Cynthia Davis,351991,Net 30,TRN4023907475,1,2025-06-27
CUST00119,Macdonald-Davies,Government,Dubai,"USNS Baker, FPO AA 64371",rodriguezashley@example.net,922,Brandon Mann,397420,Net 90,TRN1979551580,1,2025-05-13
CUST00120,Wright-Gilbert,Wholesale,Abu Dhabi,"Unit 4895 Box 6724, DPO AP 88116",norman01@example.net,+44(0)1164960000,Dawn Lee-Ashton,173039,Net 30,TRN7671224715,1,2025-09-02
CUST00121,Johnston Inc,Retail,Ajman,"59829 Abigail Ranch, Tabithaport, NM 70602",leon37@example.com,(0114)4960461,Denis Parry,320889,Net 90,TRN6561499215,1,2025-03-19
CUST00122,"Simmons, Anderson and Valdez",Wholesale,Dubai,"Unit 3296 Box 9674, DPO AP 32573",ymathis@example.net,997,Jeffrey Cruz,310512,Net 60,TRN3346547941,1,2025-03-15
CUST00123,"Miller, Smith and Carson",Wholesale,Ajman,"Flat 3, Mandy cliff, West Ritaport, LL0 9YZ",reynoldsanne@example.org,996,Ian Thompson,478558,Net 90,TRN6154006932,1,2025-05-16
CUST00124,"Silva, Sims and Johnson",Fleet,Dubai,"Studio 27, Barry viaduct, Butlerbury, BA25 0NW",wmarshall@example.org,01214960058,Ms Sharon Burgess,452902,Net 60,TRN9732668643,1,2025-04-18
CUST00125,Brown-Fox,Wholesale,Abu Dhabi,"496 Morgan square, Ameliafurt, N42 8WE",bradleywright@example.com,991,Beverley Doherty,87467,Net 30,TRN7409462712,1,2024-11-14
CUST00126,Gonzalez-Velasquez,Government,Dubai,"5812 Lopez Vista, Brownfurt, ME 15975",jenniferhammond@example.org,07 923 6815,Bethany Thomson-Ingram,286624,Net 90,TRN1283053470,1,2025-07-18
CUST00127,Moore-Williams,Wholesale,Abu Dhabi,"8672 Jessica Locks, Robertsonborough, MI 79833",richardolson@example.com,922,Dr Victor Ford,236393,Net 90,TRN9634052232,1,2025-09-04
CUST00128,Gordon-Carrillo,Fleet,Dubai,"07736 Wood Circles, West Patriciachester, WA 14954",mohamed50@example.net,+4429 2018 0730,Deborah Doherty,375860,Net 90,TRN6855746934,1,2025-04-19
CUST00129,Jones and Sons,Wholesale,Abu Dhabi,"306 David Plains Apt. 272, Williamstad, IA 10142",derekperkins@example.net,(0115)4960470,Timothy Russell,486410,Net 30,TRN3763515828,1,2025-07-12
CUST00130,Cox-Clarke,Government,Dubai,"9462 Deborah Islands, East Daniel, OH 05849",hshaw@example.com,050 316 2434,Erik Johnson,309192,Net 90,TRN8961377651,1,2025-10-25
CUST00131,"Burns, Johnson and Wells",Retail,Sharjah,"38327 Paul Groves, Lake Seanville, GA 63817",meganmurray@example.com,0121 4960335,Jessica Buck,231332,Net 90,TRN4856372934,1,2025-02-12
CUST00132,Bowen-Payne,Fleet,Abu Dhabi,"Flat 7, Cooper gardens, Whitestad, WN70 5DL",ameliabarry@example.org,01 634 3139,Joe Townsend,494708,Net 30,TRN3843692915,1,2025-09-02
CUST00133,Johnson Inc,Retail,Sharjah,"8293 Aguilar Wall, West Marcusfort, IL 48723",bwilliams@example.org,+971 52 660 1272,Jasmine Watson-Parsons,173477,Net 30,TRN9901763270,1,2025-10-24
CUST00134,Spencer PLC,Retail,Dubai,"6617 Thompson Rapid Apt. 008, West Charlesborough, FM 67484",jody48@example.org,(0909)8790120,Melissa Mason,386109,Net 90,TRN7604778211,1,2025-11-06
